Country,State,City,Coordinates,Descriptions,Havens count,Place type,image
Canada,Quebec,Mont-Tremblant,"46.1189° N, 74.5940° W","Delight in the alpine charm of Mont-Tremblant, a world-class ski resort offering year-round outdoor adventures, vibrant events, and breathtaking mountain scenery...",10+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL0NWSzNKMGxpY2NCalhGN1BKeFZzR3cvc0pvMXFMUXhIdHhwSFU5dUt2Um0xME9EYko3emdkUHl6TzFNWmZqb0JveFQyV0NmSHllc0RabUJQU1NWNHNrRFZlTEp1UVRDRGFVU0E4LXNyMWJJYUJTXzhNMjlRM1NCZFBtX3ltb29vQjctb052M0lpdlhHWHEtdXFhSGl5ZlkvR29XelZ6X29UYWFQci1yRFdKN0NwVGE2cU1yR3dNTGVub0lKeFV1ekx5WQ=="
Canada,Quebec,Montreal,"45.5017° N, 73.5673° W","Experience the vibrant blend of history, culture, and modernity in Montreal, a cosmopolitan city with charming cobblestone streets, a thriving arts scene, and world-class dining...",50+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL0piSFRpamJ2VTgtckloX0V0Y3NBdGcvXy1tZU1Jb0NJbmJrZnZHZFB2ZTRHd2padlF5anJoV2Q2OGVqNmtQa09SQ1BzVS1QYmZuZzdqekN0WnYwVFVoa0ZaRHEyV2xhS1VkMGtKM21ON3VYN0lRSURmMjB4Y1R6bW52YmI2YjFpaVkvMnU5UmtzQV9NOUZ4SVRCbnV1TElzU183U3ZJekpScV9DLVlmUWNnRjR2VQ=="
Canada,Quebec,Morin-Heights,"45.8959° N, 74.1232° W","Escape to the serene beauty of Morin-Heights, a picturesque mountain village offering outdoor recreation, charming accommodations, and a tranquil atmosphere amid the Laurentian Mountains...",,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL2tOaEhKX0l3c1ByWFlfd1VseEx0dGcvQVpCcDBsbUt2YllZd1Bwa0d4NFBoSlNPMERfMDdQZTFYUkJsMU1oMVVna1puWU1IdU50UUNTN29jczBTVXVKeXpHZV81SE5vd3pDV09OZ1o5TTExN3J2NGlyb1pqMGR2T0otMlRaMkhrTDBCNlBOSW45OE16QVB3UEVUdWJEMFIvY01tMEtFRUlhWHozam9zX2poTUE3NlBZd000blc0X0tyODZQWUxBVU94OA=="
Mexico,,,,"Well known for its lively resorts in Cancun & Cabo, Mexico’s deep pockets of culture are on display at ancient Mayan & Aztec temples. Chill out in laid-back Tulum or dive deep into Mexico City’s vibrant art scene…",1500+ Havens,10 Top Destinations,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL0NUQ1kwS0RXWXlLck1DT1FXOHB0R2cvQWlZM2xFOUtJNmJPQW1CdHUzQ25QT3dDanZoSU5fZ2dPMFRJTUR6Q29MSkR3b3JUWTZCRnVybWpVeFVWU3ppRm9SMXpXTWtjNnBpbEMzUDJHNlhWZVhXQVFfb2ZTanQ0UFhqNjNFZVlSTkUvSVpHajNzaWtiajNVLUQ5dGRaU2dhOXlWSWx2d21oOFgzVlVod1pYRmNnOA=="
Mexico,,Cabo San Lucas,"22.8905° N, 109.9167° W","Ultra-luxe resorts, restaurants, and golf courses make Cabo one of Mexico’s most popular beach towns. Unwind poolside with craft cocktails in hand or kayak out to the glimmering blue waters of El Arco…",250+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL1lVZnRCMmNmSHdTZjcwTXNvaVBPLUEvUzFyeFdmdFpfYkZhNFROeHpPSFlhUHdaVDlOT1piVlIyc0FBZ1NaNk43ak83TExhdVJmS1hrdHFRYlA3V1JZMWY4WW5iS0swUFk2NjNZdjVsYXZsa1RjVWRGbFFtVXNOWHBWeUotMU9oSFNFWi1EeF8tTlJDdEpUOUtrZF9mZGgvUDhnZENHVjAzUlZDM1hhdG1jT1RySkdqeVpnM1NkYTJ0QnF1UnNXQzB4UQ=="
Mexico,,Cancún & Isla Mujeres,"21.1619° N, 86.8515° W","Cancún’s Hotel Zone is a resort goer's dream, while Isla Mujeres’ secluded expanse boasts coral reef and Mayan ruins. Hop aboard a sunny catamaran cruise or dare to swim with whale sharks...",50+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL1FycmpOakZPQnRaWHNzVGZCWjdMbUEvbmlUUmNhM1JSVUVvSFJFbXhaVlozLXBjbDdTZWh0MHdDckxnWGl0dDgtalFHbmpUUThfdjRFTDlBWXJOOUVxemNXVnZ5WlU5aGpPYXlfSUdfN2xxUnlTd0hBc1FlZWVFTUk4Yzk4a1FDN2F4LUtsaTRmc3J2YmE0cWd5aFo2VTEvSWVwcTRObHRWQVJwZ2J3bnUtRDJJYURWLXkwZ2VfZkhoRDRWLTJZVWlocw=="
Mexico,,Costa Careyes,"19.2767° N, 104.8220° W","Experience the exclusive luxury of Costa Careyes, a breathtaking haven of stunning beaches, vibrant art, and architectural marvels. Indulge in an oasis of tranquility along Mexico's Pacific coast...",5+ Havens,Top Destination,
Mexico,,Costalegre,"19.3170° N, 104.7724° W","Discover the serene beauty of Costalegre, a secluded stretch of Mexico's Pacific coast. Immerse yourself in pristine beaches, lush jungles, and enchanting coastal towns in this tranquil paradise...",25+ Havens,Top Destination,
Mexico,,Mexico City,"19.4326° N, 99.1332° W","From breathtaking Spanish architecture to colorful open-air markets, Mexico City’s vibrancy astounds. Delight in taqueros dishing out spicy salsas or mariachi bands drawing crowds in Plaza Garibaldi…",5+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL3U4S0Y3Ri1FajUya1htV2NncXpIZkEvWkFiOTc5anRjT0ZLZkhVSjd4TTh3QlN6cGozb0RCcTBCSzAyWkFwV2dSN1EwYTh2YjZlUVJJdVFPRUxmZ0Y5aVJsMmhSQWxqWVk2ZG42ZHNtUVp2Rm5IMVVKcTAyR2ZzelYycTNjX2RGWjNRQmJ4TFlzem5UOXc0R3JQVWVHakgvMENzWDI5Q1V0U2JXc095NDM4X1FvRzVvX25odlliQ0tNdU40cVhDdWZEZw=="
Mexico,,Puerto Vallarta,"20.6534° N, 105.2253° W","Nestled against the lush Sierra Madre mountains, Puerto Vallarta’s brilliant culture awaits. Stop by a courtyard cafe while walking Old Town’s cobbled streets or watch newborn sea turtles crawl onto the beach...",50+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL0dmdWxMT1EyazhrOTF2RnFXbUI0X0EvcnR3a1ZrUDBRTm04ZFFJWGR0bDNXOUt5LW5fRGFxUjBBdS1qeUpsbzhGSERxSU9mZ25GVWM4ZUNKYjMzM1dXemZiVDc1NVRqZlFWb0RLSmlZMFZ4dXBjenFJSFdTSmxjMU0xNXBfWGU4SjEwX2hpZS1KS3lXcWV0Y29tU0xCS28vTV9jSGNIZThHSHd3am1rQ3RZUGhZWXB0NUJtV1UwNTRxSzdwLW1rUWh6aw=="
Mexico,,Punta Mita,"20.7691° N, 105.5257° W","This peninsula is home to luxe hotels, signature golf courses, and premier beach clubs to curate an upscale getaway. Set sail for the Marietas Islands to discover Hidden Beach or catch rays from a resort daybed...",50+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL0hoRWhFODFQb2ljSE5fSDhwWEl5aWcvbFYwYjNXU2lNck16cVU3VkE3Z1RBUE5JOVNTdS1fcVFGLTRrT1dUMXdTU0d0LS1GQkpjaG1zM1dfQ2Q1NWpkc20yZi1UX2hsdFl6YkNkendrbmtIOFNqRWpLM0liZnZ5U2ktOHFWY2FSN1VULVBvQzhrVE5lWjJDRXhIdGhBVU0vSEUtZFljbmJGc3FBM0t1QnU4dTZNLWhaUjVDb09FNzhPNkxhWXBpa0hNdw=="
Mexico,,Riviera Maya,"20.6410° N, 87.0780° W","Riviera Maya’s 75 miles of coastline are dotted with laid-back towns and astounding natural wonders. Dive into a secluded aquamarine cenote, marvel at the ancient Tulum ruins, or snorkel with turtles in Akumal...",500+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL1ZQLUhpdmtfTkhYcU1uYUFVQU5nMVEvYS1Hb2VZNEtlOERqUHgxSkRrVjNXQXRFT2ZCZ0JDSWlUTEhNcl8xY0Jfek9OYllOa1FpQThjSUlLNm9zekhrQ19ZbWtwVnlLTjg1Y3l2bVNjNlRkUVBKM2lydjJZOW56V0R3R3EwMWhOeWdIT19aMXhmQlB3RjViR3hoRGlqNjEvUHZtel9CVGoyMzJ5RkVQdk8zeVA4dUtIU0FUUE1rNVNtYWNnZk5WdGpWOA=="
Mexico,,San Miguel de Allende,"20.9144° N, 100.7452° W",This UNESCO town’s preserved Spanish architecture feels like stepping back in time. Immerse yourself in colorful residences shaded by purple jacaranda trees or sip craft cocktails at a rooftop bar...,10+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL3NKdHo4QTRuSkg4akVrUDAxSkV0OUEvaWpqUVJBdy1iUDRVNmtnZUtEdUJBZkFKak5GOWNuNmxqN2NNaS1sRUxKb2w1ZU1Xck1JR0tTOXRORUowdVhLYzk1WUlJVEpZYzVJUDE1NGlrR3NVb0lsd1lCTnQydWkwREVIRUtJVTBJaERCclVzN3pTN1p3ZWVibTBIMXVmM1cvcEhTQ3hjX3lJSFZ5Y0FWVkFxdkVSaVI0SWRYYXk5cDRndktGc1VOa1hkcw=="
Mexico,,Tulum,"20.2114° N, 87.4654° W","Tulum offers hidden treasures beyond glimmering beaches. Dive into a sparking cenote, admire historic Mayan ruins, or sip smoothies from a beach hut–Tulum is an explorer’s paradise...",250+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwLzRrQWFsWUMwSmItTk9DQzVRWF92ZFEvVE1rR3p4WWFVNGJsaEZtZmswbW5ySGE4X1I0cVNLRGhHUE5CY09ESW5WcmtZZlU0Z1ZuaGFjR2FVZmZldTdOT2tDWGtaajZ3RWMyYS14cDNucjlVeFF6WVNfcmJjVnA1a3FRcWthQnJUTWVPSGI2TlQ3azdYcHI2RW9fcUU4SGUvbGZQWVR5MFNVbktoOEYtMS13TjN5QVdrQjN2MVYzRndseWdMbjRLNlY1NA=="
USA,,,,"Discover the vast wonders of the USA. From iconic cities to breathtaking landscapes, embark on a journey that will ignite your sense of adventure.",,,
USA,Alabama,,,"More than scenic Cheaha Mountain & sunny Gulf Shores, Alabama is home to vibrant urban spaces, historic civil rights landmarks & renowned football rivalries. Discover the Heart of Dixie’s southern hospitality…",1000+ Havens,4 Top Destinations,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL0NtMTZUWG1BTzl4N2xiTThLT0hyOGcvNEZ1VkszZDlHYks5MEpDaWxwV1pXMjdNMTZnRE1Qak9vMkFXS1NhRVhvWG55bGZ4cDFtR0FKR3ZLeTlKM3FfbE5FU043Q25neE1PX3ZuUklOUWEzdzBxWVpNamR2clBDazZQM0N4TzJVWFkvbDBLQWY3RmZUTTdtb3U0ckJvVVVnZi1RYW1aT09UOFZYMkdnRE5QMkpscw=="
USA,Alabama,Birmingham,"33.5207° N, 86.8025° W","Discover rich history, thriving arts, and diverse culture in Birmingham. Experience the Civil Rights District, revitalized downtown, and mouthwatering Southern cuisine...",5+ Havens,Top Destination,
USA,Alabama,Gulf Shores,"30.2460° N, 87.7008° W","White sandy beaches, emerald waters, and warm sun await at Gulf Shores. Relax with fresh seafood, watersports, and wildlife encounters at Bon Secour Refuge...",250+ Havens,Top Destination,
USA,Alabama,Lake Martin Area,"32.7410° N, 85.9674° W","Immerse yourself in nature at Lake Martin, boasting 880 miles of stunning shoreline. Enjoy boating, fishing, hiking trails, and picturesque sunsets for a serene escape...",25+ Havens,Top Destination,
USA,Alabama,Orange Beach,"30.2947° N, 87.6175° W","Unwind at Orange Beach, an idyllic coastal paradise with sugar-white sands. Explore turquoise waters, indulge in delectable dining, and delight in family-friendly attractions...",500+ Havens,Top Destination,
USA,Alaska,,,"From the turbulent Bering Sea to the heights of Denali, Alaska is awash in splendor. Imagine riverside retreats for salmon fishing & secluded cabins with prime Northern Lights viewing, all awaiting your discovery…",150+ Havens,3 Top Destinations,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwLzJIXzdMNlJ1Z0pKT2Q0ZUl5VzM4SmcvRXFVTEdJZS16Z1BBa1dXbFl2MGpvbjY5N0pLTFQ0RGdvbWJzSlU5Q0dYRUhPVUN0S1kwMkZIWGVOa003aDlHTTItY3FqdXFCVTR1TThFRXprd0VLUUN4dnc0MXJ1UDNDcFNLNlF5VkYzZlUvejVidTcwWmF0S0lMS2kweTYxYzdFbFBoM0lxU21XbEYzbWhCOXlHdWVCdw=="
USA,Alaska,Achorage,"61.2181° N, 149.9003° W","Experience the Last Frontier, enjoy easy access to outdoor adventures, and explore Alaska's diverse wildlife and natural beauty…",50+ Havens,Top Destination,
USA,Alaska,Fairbanks,"64.8378° N, 147.7164° W","Discover the Golden Heart City, witness the awe-inspiring Northern Lights, and embrace Alaska's rich cultural heritage…",10+ Havens,Top Destination,
USA,Alaska,Juneau,"58.3019° N, 134.4197° W","Explore Alaska's stunning capital, embark on a whale-watching adventure, and admire the majestic beauty of Mendenhall Glacier…",5+ Havens,Top Destination,
USA,Arizona,,,"Arizona boasts attractions high and low—from the rock formations of Flagstaff awash in warm hues to Scottsdale’s upscale shopping and resort golfing, Arizona’s charm waits to be uncovered…",2500+ Havens,5 Top Destinations,
USA,Arizona,Flagstaff,"35.1981° N, 111.6513° W","Discover Flagstaff's eclectic mix of natural wonders, vibrant culture, and historic charm. Explore scenic trails, Route 66 nostalgia, and the nearby Grand Canyon...",150+ Havens,Top Destination,
USA,Arizona,Phoenix,"33.4484° N, 112.0740° W","Unearth the magic of Phoenix, where urban sophistication meets desert tranquility. Dive into rich history, diverse cuisine, and a bustling arts scene amid stunning landscapes...",1000+ Havens,Top Destination,/images/Phoenix.jpg
USA,Arizona,Scottsdale,"33.4942° N, 111.9261° W","Indulge in luxury at Scottsdale, the heart of Arizona's sophisticated oasis. Savor world-class shopping, fine dining, and championship golf surrounded by striking desert beauty...",500+ Havens,Top Destination,/images/Scottsdale.jpg
USA,Arizona,Sedona,"34.8697° N, 111.7609° W","Experience the enchanting allure of Sedona, with its dramatic red rock formations and spiritual energy. Hike, bike, or relax amid the vibrant arts scene and breathtaking vistas...",150+ Havens,Top Destination,/images/Sedona.jpg
USA,Arizona,Tucson,"32.2226° N, 110.9747° W","Unveil the treasures of Tucson, where Old West charm meets modern city life. Enjoy a rich culinary heritage, thriving arts community, and stunning Saguaro National Park...",250+ Havens,Top Destination,/images/Tuscon.jpg
USA,Arkansas,,,"With over half the state covered in forest, it’s no wonder Arkansas is called the Natural State. Sprawling retreats on Lake Hamilton, cabins nestled in the Ozarks, trendy lofts in Little Rock—pick your adventure…",500+ Havens,4 Top Destinations,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL2Q5Z0pDbmlESlRyZ1cyTHptSnNnU3cvODV4ejJqOEdCSmVLd19zRUE5cHNFSzZ3OUtWaGpRa2YyMUZybzBfZGVielFJdExIZmhaMVRNeWV6ektTVTRWMWpwdXhpeUo4bXIyYk9yQ1JHN2d4NjFuT25BellkRGZYa1ZfQlY5OEI3Y0kvZlAzMENfYmtIMDJxVmgydzJkaUpWcjB0RWVqRDhYUUpjX2xCZWFoTlJYTQ=="
USA,Arkansas,Beaver Lake,"36.4399° N, 93.9556° W","Enjoy pristine waters, outdoor adventures, and picturesque sunsets in the natural splendor of Beaver Lake…",50+ Havens,Top Destination,
USA,Arkansas,Fayetteville,"36.0626° N, 94.1574° W","Discover a vibrant college town, experience eclectic arts and culture, and explore the natural beauty of the Ozarks…",25+ Havens,Top Destination,
USA,Arkansas,Hot Springs,"34.5037° N, 93.0552° W","Relax in historic thermal waters, visit the stunning national park, and experience a city steeped in rich tradition and natural wonders…",50+ Havens,Top Destination,
USA,Arkansas,Little Rock,"34.7465° N, 92.2896° W","Uncover Arkansas's charming capital, delve into American history, and appreciate a lively arts and cultural scene…",5+ Havens,Top Destination,
USA,California,,,"Winding its way north from glittering L.A., the Pacific Coast Highway promises dramatic ocean views and beachfront estates. Inland treasures span vineyard getaways, posh desert escapes & inspiring national parks…",5000+ Havens,34 Top Destinations,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL3hvSWZ6ZFlYSzBBRUE0UVZvbF90YmcvUXRaWTJaOUxONVV2QmRaSk5ucUNMczBnelpuU0tzejAwUkYxQUJCajhXS05Cazk5NHEwZjVqR2tGYkZ2YkttN29SYktMcEVJaERxbWtBOUMxelhFT2Y3bS1wcGk4UWNReGF6QnpmUzY5cHcvTktyOHR1eFc3OUcwcU5xbjNQcUJIdlp3MTlhdU5xMkZsblRYY2Vpd3RmMA=="
USA,California,Anaheim,"33.8353° N, 117.9145° W","From delighting in Disneyland to cheering on the Angels, this family-friendly gem has it all. When taking a break from theme park-hopping, check out gourmet food halls or tap into a craft brewery…",10+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL1BTbVZrVTFELXlndmJrX1dOTEMzNmcvbU16MHNKek8ydGRZVHpyRkpHanNlXzNxRUgxc19lTEY5NUlWUF9iOUVOX2R3dXp1OWh0RnpvYUFoeDhSMFp4Sk1OVk9UT1hHd2xuWkZWd1hNdk4xbVhnLV9Ta0NoWEZqTDRWTkVMMjA4X00vZVVQWENzLXN5c0tGSFZRNWtCNXlJdW9GZTJtVzA4eGc4NzNHcGhyYXc1aw=="
USA,California,Bass Lake,"37.3159° N, 119.5570° W","Located a stone’s throw from Yosemite’s southern entrance, Bass Lake is a nature lover’s gateway. Paddleboard into a crystal-clear enclosure dotted with pines, dive into the warm waters, or cast a line…",50+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL0hMbHpiWnhkQ1dWRndkLVZrcGlRQ3cvZDBOT3lCREEwaERITWY0MzBsOFZlWHRNa3VReVVYSlN5VHRZVzhhT2dJRFo4dHhUelhMYm5PaGp4LTBwbjZlLTZsc0NMU25YVU53ZmRDdExCcE50ZDJrbTREeEI2c0xDSDA3OXZieVo1ZHJJeF94d2tPZ0gxZWg3b1U1ZmIzVVkvSmZTWDE5Xy1jUTJqdmQ4eXRCVm5MYkx1R3MwLWZmRFkycWFaYjVBc19tbw=="
USA,California,Big Bear Lake,"34.2439° N, 116.9114° W","Ditch the sun and sand for lakeside living—located 100 miles east of Los Angeles, this alpine gem offers prime skiing, stunning hiking trails, and plentiful fishing for year-round fun...",50+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL3dfSGhTU0NWUG9HcDFuZU9YQTRZblEvWmNENW5rdUhBVlNiWWJxSklXYWM5cW5Zc2hFTXhPRmRHdVltRXZ6Q2I2QUs2ZGlZTGdWQi1OVnBDamRhQmZRMnVESlgxN0tWTEZaRUJvbkZTV2ZZaGs5YnB5MmoxNExOQTdwakN0VEU1ZXJxdTVpa0Z5NkZTS1pOVmdZcDBwalYvMU5yZmFfbFR4bURqeW9Cak5GY2FQT01iem1ZMVVBTVBKemxHSkpmOVRlYw=="
USA,California,Big Sur,"36.2704° N, 121.8079° W","“The Greatest Meeting of Land & Sea” astounds even the most seasoned travelers. Photographers snap pictures of Bixby Creek Bridge, while drivers marvel at dramatic cliffs giving way to craggy coves…",50+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL3FNbjFydGNoUjIwSnVFWHFVUHNjZGcvN2EtalJZcHZISEZ2VmJJZHlkZmRvNXlTM0d3WTNhcXl4MEpITjJRZi1HY3lSRHBrUWZPT1NjN2xUZXdlOGdHcHlDdWtVUnhXSlBHUWZVMF9Kcm5tSGhoZUdCTVNWcjZVc0paZ2hvOHhqVGRFUmVLZGwwZi1ndEZWWldFRzlJN2kvN2NHcWhmcUthQ21RVEE2LWs2dTQzOVVCZ1NxcGxqOGx2aUJpanVZVl9NUQ=="
USA,California,Carmel Valley,"36.4799° N, 121.7322° W","With Bavarian-esque cottages accessed via cobbled streets, Carmel Valley boasts European charm. However, cypress-lined beaches, prime golfing, plus the historic mission emphasize Carmel’s roots...",50+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL1NoVHJ4UG5qTFY0d2RkS1Z5Mll5M1EvM2NFc0dwN2pmTE56SzVKbmVZajBaN1JiZkpieE5URjRuTFdjRDF3ZjdyUE1Ra0NmLV9RWkJFQlJIT0Y3WlpBOFl1ZmNkRUkta29DZEpkRmhQTV9QbW5yMFBPYkoweXNwd1VRXzM5YWNNaGpwSGFURmRqRmlSdHhnRDVVUmF6Sy0vSTQ4OVNadWh1UDMwTHVhaHVkNHdQXzByNlAtejFHZnlyUEVXcXdmb0paaw=="
USA,California,Gold Country,"38.7426° N, 120.4358° W","Once alluring pioneers with the promise of striking gold, this region maintains its sparkle. Head west and uncover Placerville’s charm, Folsom’s natural beauty, or Sacramento’s cosmopolitanism...",25+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL0MwQlVHc1pjWDdiTGtydWtPR1dWcGcvMzh2a3RGNTQ4cHdJZzAzMHE1LVRGcXR4VWkzeUYtWUdRcDFEbzlrRXdYcnVWLV9MQkpyNFZBeU9iblVSd1NZMS16em1CZm5vYXF5STVvd1RsUm9nbEFoNkJreHpELUlESjdZRDZKbUdOMVI1Mlp6QV9xLThkOU4zeURlck1GSEQvMURRTHRGTHRJRXhRZUd3TS1LZ1hoRUhjQXEtUEhwQ055bUhxaE5ZdnJzdw=="
USA,California,Greater Los Angeles,"34.0522° N, 118.2437° W","From Malibu’s beachside cafés to Beverly Hills’ designer shopping, Greater Los Angeles’ sundrenched metropolis allures. Bar hop along the Sunset Strip, hike to the Hollywood Sign, or marvel at The Getty’s art….",500+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwLzhURXJISUZYRHdPRjVXS0gtTXZ4T2cvTFRiSUdZdFRxSERIaTdHZmRaSE55bHJKQm9CY2dUc1diRDNkZ1VpYzNjLTFzYWZrdm1faWtGZTNTbGphSTlfbmxjYkx2bmNmODNqSmhmbXZFbWhsUnZHTElZQlFncGxOeVN4WXVyQzlyZHlBaDBuSkhSUG9BeUtxSkExYnh2OEUvMjMyeHJWWG04dWN0Y3ZfLVEzMTAwcEg2dWNCeXhJellnVzN4Z09KMlVuRQ=="
USA,California,Greater Palm Springs,"33.8303° N, 116.5453° W","Greater Palm Springs’ sprawling golfing greens, mid-century architecture, and watercolor sunsets draw sun-worshippers from far and wide. Enjoy Joshua Tree adventures, poolside living, and casual dining….",1500+ Havens,Top Destination,"https://stayhvn.com/cdn-cgi/image/fit=scale-down,height=500/https://images.bookingservices.io/aHR0cHM6Ly92NS5haXJ0YWJsZXVzZXJjb250ZW50LmNvbS92MS8xNi8xNi8xNjgzMzI0MDAwMDAwL01PT0tTOE1rYUl1MEVmZ3FYYXFONEEvTzZWZXZXUFNxZ0FYU01VSHFLUU5oaW9YMXNESDBHZTdYUWVkelpKNzVTN0Z4UXg2cDVhS0RPRDhydDBNMkJxX2haTHlWWHoySTdVYTJhZG03Z1R1TXZyVC1Kck9RTl8ta3B0a3NrTVBuNUNwSFJoNHg5SktiX3ZkSGJtWS1oTHQvazJwNEZlemswUF9jbzBvX0ZCM0x0YmlDNTYwZ01vWGt6VWJ0Y19QMkNnaw=="
